CostRecordID,HotelID,MonthStart,CostCategory,BudgetGBP,ActualGBP,VarianceGBP
CST001719,HTL005,2026-08-01,Other Operating Costs,7480.98,7531.16,50.19
CST001720,HTL006,2026-08-01,Payroll & Agency Staff,35155.63,36649.83,1494.2
CST001721,HTL006,2026-08-01,Utilities,7366.41,7621.57,255.16
CST001722,HTL006,2026-08-01,Housekeeping Supplies,4884.92,4827.81,-57.11
CST001723,HTL006,2026-08-01,Maintenance & Repairs,5834.98,5326.21,-508.77
CST001724,HTL006,2026-08-01,Food & Beverage Supplies,11191.09,10830.26,-360.83
CST001725,HTL006,2026-08-01,Marketing,4353.56,4861.15,507.59
CST001726,HTL006,2026-08-01,Property & Insurance,12526.33,13614.56,1088.23
CST001727,HTL006,2026-08-01,Technology & Systems,3102.13,3011.34,-90.79
CST001728,HTL006,2026-08-01,Other Operating Costs,7695.24,8492.5,797.26
