ReviewID,BookingID,HotelID,GuestID,ReviewDate,ReviewSource,OverallScore,CleanlinessScore,ServiceScore,LocationScore,ValueScore,ReviewTitle,ManagementResponseSent
REV001104,BKG004190,HTL004,GST01657,2024-10-05,Tripadvisor,4.7,4.7,4.3,4.9,4.3,Clean and convenient,Yes
REV001105,BKG004202,HTL001,GST00615,2024-08-05,Expedia,4.8,5,4.2,4.7,4.9,Good business stay,Yes
REV001106,BKG004205,HTL004,GST00292,2024-06-30,Tripadvisor,5,4.5,4.7,4.5,4.8,Great stay,Yes
REV001107,BKG004208,HTL006,GST00943,2026-08-14,Tripadvisor,3.7,3.8,4.4,3.9,3.6,Solid city break,Yes
REV001108,BKG004211,HTL001,GST01942,2024-10-01,Google,4.5,4.4,4.5,4.8,4.9,Lovely weekend,No
REV001109,BKG004213,HTL001,GST02073,2026-01-31,Expedia,5,5,5,4.6,5,Excellent location,Yes
REV001110,BKG004215,HTL005,GST01035,2024-12-27,Tripadvisor,3.5,3.4,4,3.7,3.8,Good overall,Yes
REV001111,BKG004226,HTL001,GST01323,2024-07-07,Booking.com,4.5,3.8,4.3,4.7,4.6,Great stay,Yes
REV001112,BKG004227,HTL002,GST00531,2026-03-21,Post-stay Survey,4.5,4.3,4.4,4.9,4.1,Would stay again,Yes
REV001113,BKG004229,HTL005,GST00103,2025-09-28,Google,3.7,3.7,3.4,3.2,3.4,Solid city break,Yes
REV001114,BKG004234,HTL002,GST01555,2026-05-30,Tripadvisor,5,5,5,5,4.2,Excellent location,Yes
REV001115,BKG004241,HTL005,GST00239,2024-02-16,Google,3.9,3.8,3.6,4.1,2.9,Good overall,Yes
REV001116,BKG004250,HTL002,GST00046,2024-12-19,Booking.com,5,5,5,4.9,5,Great stay,Yes
REV001117,BKG004253,HTL002,GST01368,2024-02-27,Post-stay Survey,4.5,4.1,4.3,5,4.8,Clean and convenient,Yes
REV001118,BKG004256,HTL003,GST01452,2025-08-24,Tripadvisor,3.7,3.9,3.7,3.5,2.9,Solid city break,No
REV001119,BKG004265,HTL004,GST00872,2024-10-08,Expedia,4.3,4.1,4.3,4.4,4.8,Great stay,Yes
REV001120,BKG004266,HTL005,GST01297,2024-09-17,Tripadvisor,4.1,4.6,4.4,4.6,4.4,Convenient hotel,No
REV001121,BKG004271,HTL005,GST01188,2025-01-09,Post-stay Survey,4.2,4.6,4.1,4.4,4.3,Excellent location,Yes
REV001122,BKG004277,HTL003,GST01149,2025-10-09,Tripadvisor,4.6,4.5,5,4.8,4.5,Great stay,Yes
REV001123,BKG004279,HTL003,GST01419,2025-05-26,Expedia,3.7,3.8,3.8,3.8,4.3,Fine for a short stay,Yes
REV001124,BKG004282,HTL006,GST00185,2026-07-06,Booking.com,3.8,4.1,3.7,3.4,3.5,Mostly positive,Yes
REV001125,BKG004284,HTL003,GST00794,2025-11-25,Tripadvisor,3.5,3.4,3.5,3,3.9,Mostly positive,Yes
REV001126,BKG004286,HTL003,GST00350,2026-05-11,Tripadvisor,5,4.7,4.5,4.2,4.5,Great stay,Yes
REV001127,BKG004287,HTL005,GST01739,2024-08-12,Expedia,3.6,3.7,3.7,4.3,3.3,Comfortable stay,Yes
REV001128,BKG004291,HTL002,GST01053,2026-05-03,Booking.com,4.2,4.1,4,4.5,4.1,Lovely weekend,Yes
REV001129,BKG004296,HTL002,GST00143,2026-06-04,Booking.com,4.3,4.1,4.2,4,4.7,Good business stay,Yes
REV001130,BKG004298,HTL005,GST00018,2024-09-18,Post-stay Survey,5,5,5,5,5,Very comfortable,Yes
REV001131,BKG004306,HTL002,GST00993,2026-07-29,Booking.com,4.5,4.2,5,4.7,4.7,Clean and convenient,Yes
REV001132,BKG004308,HTL005,GST01166,2026-09-05,Google,4.1,4.2,4.6,4.8,3.6,Fine for a short stay,Yes
REV001133,BKG004322,HTL004,GST00739,2026-02-12,Google,4.4,4.1,4.6,4.6,4.8,Would stay again,Yes
REV001134,BKG004343,HTL003,GST00088,2025-10-08,Tripadvisor,4.2,3.9,4.9,4.5,3.6,Great stay,No
REV001135,BKG004345,HTL004,GST00843,2025-04-04,Tripadvisor,4.2,3.8,3.9,4,4.4,Lovely weekend,Yes
REV001136,BKG004346,HTL006,GST00305,2025-04-11,Post-stay Survey,4.3,4.2,4.1,4.4,3.6,Good business stay,Yes
REV001137,BKG004349,HTL002,GST01395,2024-01-20,Post-stay Survey,5,5,5,4.7,5,Great stay,Yes
REV001138,BKG004352,HTL006,GST01182,2026-08-20,Post-stay Survey,5,5,5,4.4,4.5,Excellent location,Yes
REV001139,BKG004354,HTL004,GST01563,2024-05-29,Tripadvisor,4.4,4.6,3.9,4.7,4.2,Lovely weekend,Yes
REV001140,BKG004355,HTL004,GST00730,2026-05-08,Expedia,2.9,2.7,2.9,3.2,3.4,Disappointing stay,Yes
REV001141,BKG004363,HTL003,GST00155,2024-10-17,Google,4.4,4.9,4.3,4.7,4.4,Good business stay,Yes
REV001142,BKG004364,HTL001,GST01154,2026-03-07,Tripadvisor,3.6,4.1,2.9,4.1,2.6,Comfortable stay,Yes
REV001143,BKG004367,HTL003,GST00366,2025-01-21,Tripadvisor,5,5,5,3.6,5,Excellent location,No
REV001144,BKG004368,HTL005,GST00652,2024-03-14,Tripadvisor,4.6,5,4.7,4.7,4.4,Friendly team,Yes
REV001145,BKG004369,HTL003,GST01612,2025-05-17,Booking.com,3.8,3.7,3.8,4.5,3.3,Convenient hotel,Yes
REV001146,BKG004375,HTL001,GST00309,2025-12-10,Tripadvisor,4,4.3,3.7,4.2,4.1,Good overall,Yes
REV001147,BKG004380,HTL002,GST00369,2026-03-13,Booking.com,3.8,3.8,4,4.3,4.1,Fine for a short stay,Yes
REV001148,BKG004386,HTL001,GST00238,2025-08-09,Tripadvisor,4.1,4.4,4.3,4.5,4.7,Convenient hotel,Yes
REV001149,BKG004396,HTL001,GST00682,2026-07-01,Google,5,4.6,4.9,4.4,5,Very comfortable,No
REV001150,BKG004397,HTL003,GST00480,2025-06-27,Tripadvisor,4.8,5,4,4.4,5,Good business stay,Yes
REV001151,BKG004402,HTL002,GST01017,2026-04-15,Google,3.5,3.1,3.6,4,3.4,Convenient hotel,Yes
REV001152,BKG004403,HTL001,GST00015,2025-12-25,Expedia,3.5,3.7,3.5,4.8,3.7,Solid city break,Yes
REV001153,BKG004404,HTL006,GST01271,2025-06-08,Tripadvisor,4.6,4.4,4.2,4.9,4.8,Lovely weekend,Yes
REV001154,BKG004405,HTL004,GST01553,2026-08-22,Booking.com,4.2,4.1,3.6,4.5,3.8,Great stay,Yes
REV001155,BKG004406,HTL004,GST01266,2025-04-20,Post-stay Survey,3.6,4.3,3.8,4.5,4.3,Good overall,Yes
REV001156,BKG004407,HTL004,GST00918,2024-07-03,Tripadvisor,4.1,3.6,4.1,4.2,3.7,Fine for a short stay,Yes
REV001157,BKG004420,HTL004,GST00505,2026-03-17,Booking.com,5,4.7,5,4.9,4.5,Lovely weekend,Yes
REV001158,BKG004429,HTL006,GST00168,2024-06-07,Post-stay Survey,3.8,4.3,3.1,3.7,3.5,Convenient hotel,No
REV001159,BKG004430,HTL003,GST00478,2025-12-23,Booking.com,3.5,3.6,3.2,3.6,4,Solid city break,Yes
REV001160,BKG004432,HTL006,GST00077,2025-01-27,Post-stay Survey,4.3,3.7,3.8,4.3,4.4,Would stay again,No
REV001161,BKG004433,HTL005,GST01558,2024-04-21,Expedia,4.3,4.1,4.2,4.3,4,Would stay again,Yes
REV001162,BKG004438,HTL005,GST00079,2024-06-01,Google,3.8,3.7,3.4,4.3,3.9,Solid city break,Yes
REV001163,BKG004439,HTL001,GST01575,2024-06-28,Post-stay Survey,3.9,4.5,4,3.9,3.5,Good overall,Yes
REV001164,BKG004442,HTL001,GST00016,2026-01-03,Expedia,4.3,4.2,4.3,4.4,4.3,Excellent location,No
REV001165,BKG004443,HTL001,GST01445,2026-03-08,Post-stay Survey,3.2,3.4,3.2,3.6,2.8,Mostly positive,No
REV001166,BKG004444,HTL001,GST02294,2024-12-20,Expedia,4.4,4,4.4,4.6,3.5,Would stay again,Yes
REV001167,BKG004447,HTL001,GST00469,2025-10-19,Tripadvisor,4.1,4,3.5,4.1,4.4,Comfortable stay,Yes
REV001168,BKG004448,HTL004,GST00002,2025-10-12,Tripadvisor,4.8,4.9,4.8,4.9,4.8,Good business stay,Yes
REV001169,BKG004450,HTL002,GST00226,2024-09-24,Expedia,4.3,3.9,4.5,4.4,4.7,Clean and convenient,Yes
REV001170,BKG004454,HTL002,GST00051,2026-02-27,Booking.com,4.3,4.2,4.9,4.5,5,Lovely weekend,Yes
REV001171,BKG004457,HTL006,GST02163,2024-08-18,Expedia,4.7,4.6,5,4.5,4.6,Good business stay,Yes
REV001172,BKG004458,HTL002,GST00030,2025-04-21,Tripadvisor,4.6,4.7,5,4.4,4.6,Good business stay,Yes
REV001173,BKG004470,HTL006,GST00360,2025-05-25,Post-stay Survey,5,4.8,4.8,4.5,5,Great stay,Yes
REV001174,BKG004474,HTL001,GST00853,2026-04-22,Booking.com,4.5,5,4.3,4.5,4.4,Lovely weekend,Yes
REV001175,BKG004477,HTL001,GST00416,2026-03-14,Google,4.8,4.6,4.1,4.9,4.5,Great stay,Yes
REV001176,BKG004485,HTL001,GST00681,2026-07-08,Google,4.7,5,4.4,4.7,4.8,Friendly team,Yes
REV001177,BKG004486,HTL005,GST00836,2025-02-12,Booking.com,3.2,3,3.2,3.2,3.1,Good overall,No
REV001178,BKG004488,HTL003,GST00848,2026-06-17,Tripadvisor,4.2,4.3,3.7,4.2,4.1,Great stay,Yes
REV001179,BKG004490,HTL004,GST01693,2025-04-15,Booking.com,3.9,3.9,3.8,4.1,4,Convenient hotel,Yes
REV001180,BKG004497,HTL004,GST00246,2026-06-12,Post-stay Survey,4.2,4.2,4.2,4.2,3.6,Very comfortable,Yes
REV001181,BKG004499,HTL004,GST00012,2025-08-10,Booking.com,4.1,4.3,4.3,4.4,4.2,Mostly positive,Yes
REV001182,BKG004502,HTL004,GST01198,2024-07-18,Booking.com,4.5,4.8,4.4,5,4.5,Friendly team,Yes
REV001183,BKG004504,HTL003,GST00247,2025-06-13,Google,3.5,3.3,3.6,4.1,3.4,Fine for a short stay,No
REV001184,BKG004506,HTL002,GST01356,2024-08-07,Tripadvisor,4.2,4.4,4.5,4.7,3.3,Good business stay,Yes
REV001185,BKG004515,HTL001,GST00670,2026-01-28,Post-stay Survey,4.6,4.8,4.9,4.6,4.4,Friendly team,Yes
REV001186,BKG004516,HTL001,GST00040,2025-06-20,Booking.com,5,4.8,4.8,4.8,5,Would stay again,Yes
REV001187,BKG004520,HTL004,GST01702,2026-08-13,Booking.com,4.4,4.6,4.7,4.7,4,Friendly team,Yes
REV001188,BKG004522,HTL001,GST00380,2024-03-17,Tripadvisor,4.6,4.4,4.5,4.1,3.7,Good business stay,Yes
REV001189,BKG004523,HTL002,GST01336,2026-08-09,Post-stay Survey,4.5,4.5,4.7,4.4,4.6,Good business stay,Yes
REV001190,BKG004530,HTL005,GST00297,2025-05-06,Tripadvisor,4.3,3.9,5,4.8,3.6,Would stay again,Yes
REV001191,BKG004531,HTL005,GST00470,2024-11-24,Expedia,3.3,3.2,4.1,3.3,3,Mostly positive,Yes
REV001192,BKG004533,HTL001,GST00522,2026-08-28,Booking.com,4.8,5,5,4.6,4.8,Clean and convenient,Yes
REV001193,BKG004535,HTL001,GST01548,2024-12-12,Booking.com,3.3,3.9,3.2,3,3.3,Good overall,Yes
REV001194,BKG004536,HTL001,GST01561,2025-10-12,Expedia,3.7,3.3,3.7,4.7,3.5,Solid city break,Yes
REV001195,BKG004537,HTL003,GST00008,2026-04-06,Expedia,5,5,4.8,5,5,Excellent location,Yes
REV001196,BKG004544,HTL001,GST00068,2025-03-08,Tripadvisor,2.4,2.8,2.9,2.5,2.8,Could be better,Yes
REV001197,BKG004549,HTL002,GST02124,2025-04-05,Expedia,3.9,4.2,3.7,4.4,3.2,Convenient hotel,Yes
REV001198,BKG004550,HTL001,GST00009,2026-07-02,Google,4.7,4.5,4.8,4.7,5,Clean and convenient,Yes
REV001199,BKG004554,HTL004,GST00755,2026-07-05,Google,5,4.9,4.9,5,5,Very comfortable,Yes
REV001200,BKG004556,HTL006,GST01040,2024-10-19,Booking.com,4.4,4.6,3.9,4.5,4.3,Would stay again,Yes
REV001201,BKG004558,HTL001,GST00228,2024-09-08,Tripadvisor,4.4,4.4,4.6,4.3,4,Would stay again,Yes
REV001202,BKG004560,HTL002,GST00076,2026-03-16,Google,3.3,3.6,3.6,4,4,Comfortable stay,Yes
REV001203,BKG004561,HTL002,GST00192,2024-11-03,Post-stay Survey,3.7,3.6,3.5,3.3,3.7,Solid city break,Yes
REV001204,BKG004562,HTL001,GST00001,2026-06-14,Post-stay Survey,4.9,4.8,4.7,4.6,4.6,Friendly team,Yes
REV001205,BKG004564,HTL001,GST00935,2024-10-14,Post-stay Survey,3.3,3.8,3.4,3.2,3.4,Solid city break,Yes
REV001206,BKG004566,HTL004,GST01373,2025-03-13,Post-stay Survey,4.4,4.4,4.1,4.9,4.2,Excellent location,Yes
REV001207,BKG004578,HTL004,GST00100,2026-07-15,Google,4.6,4.5,4.4,4.5,4.1,Friendly team,Yes
REV001208,BKG004581,HTL006,GST01913,2024-06-02,Expedia,3.7,3.7,3.4,4.2,3.4,Solid city break,Yes
REV001209,BKG004582,HTL003,GST00437,2024-04-19,Tripadvisor,3.9,3.9,4.2,4.1,3.6,Solid city break,Yes
REV001210,BKG004584,HTL004,GST01448,2026-09-05,Tripadvisor,4.9,5,5,4.6,4.1,Good business stay,Yes
REV001211,BKG004585,HTL001,GST01180,2025-06-29,Expedia,4.3,4.8,4.8,4.3,4.2,Lovely weekend,Yes
REV001212,BKG004588,HTL006,GST00052,2025-11-22,Google,5,5,5,4.5,5,Lovely weekend,Yes
REV001213,BKG004589,HTL005,GST00174,2024-04-29,Tripadvisor,4.6,5,4.7,4.9,4.3,Friendly team,No
REV001214,BKG004590,HTL001,GST00307,2025-03-15,Expedia,4.5,4.9,4.7,4.6,4.4,Clean and convenient,Yes
REV001215,BKG004591,HTL003,GST01712,2025-08-22,Tripadvisor,3.3,3.5,3.3,3.3,3.4,Mostly positive,Yes
REV001216,BKG004594,HTL004,GST00613,2024-08-20,Booking.com,4.7,4.3,4.6,4.6,5,Would stay again,Yes
REV001217,BKG004603,HTL006,GST01401,2025-09-14,Post-stay Survey,4.1,4.4,4.6,4.2,4.2,Solid city break,Yes
REV001218,BKG004608,HTL005,GST00585,2025-09-01,Post-stay Survey,4.8,4.8,5,4.6,4,Lovely weekend,Yes
REV001219,BKG004609,HTL001,GST00694,2026-01-11,Tripadvisor,3.3,3.3,4.4,3.6,3.9,Good overall,Yes
REV001220,BKG004610,HTL004,GST01079,2026-05-31,Tripadvisor,4.9,4.9,4.4,4.6,5,Clean and convenient,Yes
REV001221,BKG004621,HTL003,GST00322,2026-06-11,Google,4,3.2,4.3,3.9,4.4,Mostly positive,Yes
REV001222,BKG004626,HTL004,GST00110,2025-04-02,Google,4.1,4.4,3.4,4.1,3.3,Comfortable stay,No
REV001223,BKG004637,HTL003,GST00264,2026-05-21,Expedia,3.8,3.9,3.3,3.8,3.3,Convenient hotel,Yes
REV001224,BKG004638,HTL001,GST01538,2026-03-01,Expedia,4.2,4.2,3.6,4.4,4.7,Lovely weekend,Yes
REV001225,BKG004647,HTL005,GST00048,2024-08-19,Expedia,3.5,3.8,3.3,3.9,2.9,Solid city break,Yes
REV001226,BKG004655,HTL002,GST00174,2025-11-11,Booking.com,3.8,4.3,3.7,4.3,4.2,Fine for a short stay,Yes
REV001227,BKG004658,HTL005,GST00052,2024-04-10,Expedia,4,4.3,4.5,4.1,3.8,Convenient hotel,Yes
REV001228,BKG004659,HTL006,GST00843,2024-12-20,Expedia,4.3,4.5,3.9,4.9,3.8,Excellent location,Yes
REV001229,BKG004661,HTL003,GST01268,2025-01-01,Post-stay Survey,4.2,3.9,4.1,4.5,2.8,Very comfortable,Yes
REV001230,BKG004663,HTL002,GST00318,2024-06-27,Post-stay Survey,4.9,5,5,4.8,5,Good business stay,Yes
REV001231,BKG004669,HTL005,GST01407,2025-01-25,Post-stay Survey,3.3,3.5,4,3.1,3.4,Mostly positive,Yes
REV001232,BKG004671,HTL001,GST00693,2025-07-12,Booking.com,5,4.9,4.7,5,4.7,Lovely weekend,Yes
REV001233,BKG004672,HTL006,GST01573,2024-09-21,Google,4.1,5,3.9,4.3,4.1,Mostly positive,Yes
REV001234,BKG004674,HTL003,GST01239,2026-07-03,Expedia,4.9,5,5,5,5,Would stay again,Yes
REV001235,BKG004685,HTL002,GST00354,2025-03-10,Tripadvisor,4,4.1,4.2,4.5,3.3,Convenient hotel,Yes
REV001236,BKG004688,HTL004,GST00380,2024-04-29,Post-stay Survey,4.3,4.2,4.6,4.6,4.3,Would stay again,Yes
REV001237,BKG004693,HTL004,GST00158,2026-01-03,Tripadvisor,5,5,5,4.8,4.6,Excellent location,Yes
REV001238,BKG004698,HTL003,GST00183,2024-04-05,Booking.com,4.6,4.4,5,4.4,4.5,Excellent location,Yes
REV001239,BKG004699,HTL004,GST01547,2024-03-22,Google,3.9,3.5,4,3.5,3.6,Convenient hotel,Yes
REV001240,BKG004700,HTL004,GST00018,2024-05-14,Tripadvisor,4.8,5,4.8,4.5,4.8,Excellent location,No
REV001241,BKG004706,HTL006,GST00446,2024-10-28,Expedia,4.3,4.5,3.9,4.7,4.5,Friendly team,Yes
REV001242,BKG004717,HTL004,GST00297,2024-02-28,Google,3.9,3.8,3.1,4.3,4.1,Mostly positive,Yes
REV001243,BKG004722,HTL002,GST01031,2024-07-25,Booking.com,3.7,3.8,3.2,3.8,3.4,Solid city break,Yes
REV001244,BKG004725,HTL006,GST00216,2026-08-03,Google,4.2,3.8,3.8,4.4,4.9,Very comfortable,Yes
REV001245,BKG004726,HTL006,GST00720,2025-06-24,Google,4.2,4,5,4.4,4.1,Great stay,Yes
REV001246,BKG004734,HTL001,GST00050,2024-01-22,Tripadvisor,3.8,3.9,4,3.7,3.6,Solid city break,Yes
REV001247,BKG004735,HTL003,GST01929,2026-04-28,Booking.com,3.5,3.4,3.2,3.9,3.3,Solid city break,Yes
REV001248,BKG004739,HTL003,GST00458,2024-01-27,Expedia,3,3,2.1,3.2,3.1,Mixed experience,No
REV001249,BKG004745,HTL003,GST00426,2025-01-20,Google,4.2,3.8,4.9,4.6,4.2,Lovely weekend,Yes
REV001250,BKG004746,HTL001,GST01955,2025-01-26,Booking.com,5,5,5,5,4.4,Great stay,Yes
REV001251,BKG004748,HTL006,GST00357,2026-02-13,Tripadvisor,5,4.8,5,4.1,4.9,Very comfortable,Yes
REV001252,BKG004756,HTL002,GST01265,2024-10-03,Expedia,3.3,3.6,3.7,3.8,3.4,Good overall,Yes
REV001253,BKG004760,HTL002,GST00752,2025-05-28,Expedia,3.8,4.1,3.4,4.6,3.7,Mostly positive,Yes
REV001254,BKG004762,HTL002,GST00348,2026-07-15,Booking.com,4.8,5,5,4.9,5,Good business stay,No
REV001255,BKG004763,HTL004,GST01833,2026-02-19,Post-stay Survey,5,5,5,4.7,5,Excellent location,Yes
REV001256,BKG004770,HTL005,GST00579,2025-04-13,Expedia,4.4,4.4,3.8,4.5,3.9,Excellent location,Yes
REV001257,BKG004773,HTL002,GST00844,2026-04-03,Expedia,4.8,4.5,4.9,4.4,5,Would stay again,No
REV001258,BKG004776,HTL004,GST00141,2024-12-10,Google,4.8,4.3,5,4.6,5,Friendly team,Yes
REV001259,BKG004779,HTL004,GST00311,2024-12-23,Google,4.7,4.8,4.5,4.5,4.8,Great stay,Yes
REV001260,BKG004780,HTL005,GST00397,2026-08-13,Google,3.8,4.2,3.8,4.1,3.4,Fine for a short stay,Yes
REV001261,BKG004782,HTL005,GST01068,2025-04-16,Post-stay Survey,4.2,4.1,4.5,4.3,4.4,Would stay again,Yes
REV001262,BKG004783,HTL001,GST00911,2026-03-22,Booking.com,4.7,5,4.7,4.6,4.8,Great stay,Yes
REV001263,BKG004785,HTL001,GST01306,2024-12-09,Tripadvisor,4.1,3.9,3.2,4.9,4.2,Convenient hotel,Yes
REV001264,BKG004792,HTL002,GST02099,2024-10-15,Post-stay Survey,4.3,4.3,4.7,4.2,4.2,Good business stay,No
REV001265,BKG004794,HTL006,GST00347,2024-10-15,Google,3.5,4,3.4,4,4.2,Convenient hotel,Yes
REV001266,BKG004797,HTL005,GST01381,2025-04-17,Google,4.7,5,5,4.9,4.9,Clean and convenient,Yes
REV001267,BKG004798,HTL004,GST00065,2026-07-19,Booking.com,4.2,3.9,4.1,4.1,3.4,Friendly team,Yes
REV001268,BKG004807,HTL001,GST01383,2026-02-08,Expedia,3.6,3,3.6,3.8,3.6,Convenient hotel,No
REV001269,BKG004812,HTL004,GST01379,2026-07-04,Google,3.8,4.4,3.9,4.3,3.3,Mostly positive,Yes
REV001270,BKG004819,HTL005,GST00879,2026-08-23,Expedia,5,5,5,5,5,Friendly team,No
REV001271,BKG004822,HTL005,GST00659,2026-07-26,Expedia,5,4.7,5,5,5,Friendly team,Yes
REV001272,BKG004824,HTL006,GST00721,2025-10-09,Booking.com,4.4,4.3,5,4.8,4.3,Would stay again,Yes
REV001273,BKG004830,HTL004,GST01928,2025-08-29,Expedia,5,5,5,4.6,4.6,Great stay,Yes
REV001274,BKG004833,HTL001,GST00417,2025-07-04,Post-stay Survey,4.5,5,4.4,4.9,3.9,Would stay again,Yes
REV001275,BKG004834,HTL001,GST00303,2024-05-11,Expedia,4.8,5,4.1,5,4.8,Lovely weekend,Yes
REV001276,BKG004839,HTL005,GST01773,2025-11-08,Tripadvisor,4.1,4.4,4.3,4.1,4.2,Fine for a short stay,Yes
REV001277,BKG004847,HTL005,GST00272,2024-08-19,Booking.com,4.5,4.9,4.6,5,4.8,Lovely weekend,Yes
REV001278,BKG004848,HTL003,GST01008,2025-12-09,Expedia,2.7,2.6,2.4,3,3,Could be better,Yes
REV001279,BKG004852,HTL001,GST00001,2024-05-03,Tripadvisor,5,5,5,5,4.7,Lovely weekend,Yes
REV001280,BKG004857,HTL001,GST01360,2024-10-14,Tripadvisor,4.4,4.1,4.1,4.6,5,Good business stay,Yes
REV001281,BKG004860,HTL001,GST00822,2024-04-07,Google,4.8,4.4,4.4,4.8,4.7,Very comfortable,No
REV001282,BKG004862,HTL001,GST00758,2026-01-31,Post-stay Survey,5,4.8,4.2,4.6,5,Lovely weekend,Yes
REV001283,BKG004864,HTL003,GST00591,2025-05-27,Expedia,4.1,4.4,3.9,4.6,3.8,Comfortable stay,No
REV001284,BKG004869,HTL006,GST00588,2026-06-22,Booking.com,5,4.8,5,4.9,5,Would stay again,No
REV001285,BKG004871,HTL006,GST01039,2025-10-23,Google,4.2,4.8,3.9,3.8,2.9,Would stay again,Yes
REV001286,BKG004887,HTL005,GST00047,2026-04-09,Booking.com,4.3,4.3,4.2,4.4,4.1,Excellent location,Yes
REV001287,BKG004888,HTL003,GST01192,2024-07-08,Post-stay Survey,4.1,4.4,4.1,4.2,3.4,Fine for a short stay,No
REV001288,BKG004894,HTL001,GST00836,2026-07-23,Expedia,3,2.6,2.7,3,2,Disappointing stay,Yes
REV001289,BKG004903,HTL005,GST00508,2026-03-02,Expedia,4,4.2,4.3,4.5,4,Comfortable stay,Yes
REV001290,BKG004906,HTL005,GST00172,2024-11-01,Booking.com,3.4,3.7,3.8,3.7,3.1,Mostly positive,Yes
REV001291,BKG004912,HTL005,GST01308,2026-01-23,Google,4.8,5,5,5,4.7,Lovely weekend,Yes
REV001292,BKG004914,HTL003,GST00541,2024-05-23,Google,3.9,3.8,4,4.2,3.8,Mostly positive,Yes
REV001293,BKG004916,HTL001,GST01270,2024-11-21,Booking.com,4.3,4.2,4.7,5,4.6,Friendly team,Yes
REV001294,BKG004918,HTL001,GST01465,2024-05-27,Booking.com,5,5,5,4.7,5,Excellent location,Yes
REV001295,BKG004919,HTL006,GST00414,2024-07-24,Expedia,3.9,4.4,3.7,3.9,3.6,Convenient hotel,Yes
REV001296,BKG004922,HTL006,GST01829,2024-11-07,Post-stay Survey,4.6,4.3,5,4.5,4.9,Would stay again,Yes
REV001297,BKG004929,HTL006,GST01292,2026-08-01,Post-stay Survey,2.9,2.8,2.3,2.7,2.6,Not as expected,Yes
REV001298,BKG004930,HTL004,GST01147,2024-08-14,Google,4.6,4.7,4.5,4.3,4.6,Would stay again,Yes
REV001299,BKG004935,HTL006,GST00894,2026-08-24,Post-stay Survey,4.5,5,4.7,4.3,4.4,Excellent location,Yes
REV001300,BKG004942,HTL002,GST00384,2026-03-24,Expedia,4.3,4.7,4.2,4.4,3.8,Very comfortable,Yes
REV001301,BKG004946,HTL003,GST01421,2024-12-25,Google,3.6,3.6,3,3.5,3.6,Fine for a short stay,Yes
REV001302,BKG004947,HTL001,GST00073,2024-10-29,Google,5,5,4.6,4.8,5,Friendly team,Yes
REV001303,BKG004948,HTL006,GST00585,2026-06-29,Tripadvisor,4.7,5,4.4,4.7,4.3,Would stay again,Yes
REV001304,BKG004949,HTL004,GST00791,2025-09-25,Expedia,4.4,4.7,4.3,4.7,4.6,Good business stay,Yes
REV001305,BKG004950,HTL002,GST01654,2024-08-24,Tripadvisor,3.6,3.7,3.6,4,3.4,Comfortable stay,Yes
REV001306,BKG004952,HTL004,GST02272,2024-04-26,Post-stay Survey,5,4.6,5,4.6,5,Lovely weekend,Yes
REV001307,BKG004965,HTL003,GST00092,2024-06-01,Google,2.4,3,2.7,2.6,2.2,Disappointing stay,Yes
REV001308,BKG004966,HTL001,GST00184,2026-07-19,Booking.com,4.3,4.8,4.2,4.5,3.7,Friendly team,Yes
REV001309,BKG004971,HTL005,GST00433,2024-03-29,Post-stay Survey,4.2,4.5,4.8,3.9,3.5,Clean and convenient,Yes
REV001310,BKG004976,HTL006,GST00113,2025-10-12,Tripadvisor,4.1,4.8,4.7,4.6,3.7,Comfortable stay,Yes
REV001311,BKG004977,HTL001,GST00048,2024-03-22,Tripadvisor,4.5,5,3.9,5,4.1,Great stay,Yes
REV001312,BKG004980,HTL004,GST00796,2026-01-06,Post-stay Survey,4.7,5,5,4.7,4.7,Friendly team,Yes
REV001313,BKG004981,HTL003,GST01748,2024-07-03,Post-stay Survey,3.9,3.6,4.4,4.7,3.5,Solid city break,Yes
REV001314,BKG004985,HTL002,GST01739,2025-10-13,Expedia,5,5,4.1,4.6,4.6,Lovely weekend,Yes
REV001315,BKG004996,HTL005,GST02027,2025-01-11,Post-stay Survey,4.4,4.2,4.2,4.2,4.4,Would stay again,Yes
REV001316,BKG004997,HTL003,GST01330,2024-10-08,Tripadvisor,4,4,3.9,3.9,3.4,Solid city break,Yes
